Business Name,Address,City,State,ZIP Code,Phone,Website,Email,LinkedIn URL,Facebook URL,Instagram URL,Twitter URL,Rating,Reviews,Category,Price Level,Place ID
Rodric Miller DDS,"5124 Stage Rd, Memphis, TN 38134",Memphis,Tennessee,38134,(901) 373-5433,https://www.millerdentalhealth.com/,,,,,,,2,Pediatric dentist,,ChIJt5QNiHuCf4gR7PlzQOPRqsg
G Trent Wilson DDS,"2785 Summer Oaks Dr, Bartlett, TN 38134",Bartlett,Tennessee,38134,(901) 386-6385,https://www.google.com/maps/search/?api=1&query=G%20Trent%20Wilson%20DDS&query_place_id=ChIJ4y0-TU6df4gRGNLbuYesa7Q,,,,,,,1,Dentist,,ChIJ4y0-TU6df4gRGNLbuYesa7Q
23rd Street Dental,"2825 NW 23rd St, Oklahoma City, OK 73107",Oklahoma City,Oklahoma,73107,(405) 942-0337,https://www.23rdstdental.com/,,,,,,,457,Dentist,,ChIJR3bi6JoQsocRy3cl9PRObvQ
Dental Village,"4505 S Pennsylvania Ave, Oklahoma City, OK 73119",Oklahoma City,Oklahoma,73119,(405) 688-6600,https://www.google.com/maps/search/?api=1&query=Dental%20Village&query_place_id=ChIJF4_r9mARsocRch7rapFovb8,,,,,,,17,Dentist,,ChIJF4_r9mARsocRch7rapFovb8
Bartlett Pediatric Dentistry and Orthodontics,"3071 Kirby Whitten Rd, Bartlett, TN 38134",Bartlett,Tennessee,38134,(901) 295-2929,http://bartlettpediatricdentistry.com/,info@bartlettpediatricdentistry.com,,,,,,26,Pediatric dentist,,ChIJcf74-Fmdf4gRNIw3y31UO1Q
"Sandra Windsor, D.D.S.","5700 SE 74th St Ste 400, Oklahoma City, OK 73135",Oklahoma City,Oklahoma,73135,(405) 741-9000,http://midwestcitydentist.com/,,,,,,,72,Dentist,,ChIJ3e0T7Qo8socRCWHL3nEryMI
"Jeff I. Williams, DDS","3071 Kirby Whitten Rd, Bartlett, TN 38134",Bartlett,Tennessee,38134,(901) 382-1564,http://bartlettpediatricdentistry.com/,info@bartlettpediatricdentistry.com,,,,,,1,Pediatric dentist,,ChIJj0V4-Vmdf4gR-RL7KFPPJQE
Dr. Richard Vansickle,"2835 Summer Oaks Dr, Bartlett, TN 38134",Bartlett,Tennessee,38134,(901) 372-7283,https://www.bartlettparkdental.com/,,,,,,,,Dentist,,ChIJq6r6Mk6df4gRgd-wTBIcjYw
Blid – Tannlege Grünerløkka,"Seilduksgata 17, 0553 Oslo",Oslo,,0553,22 12 00 33,http://www.blid.no/,hei@blid.no,,,,,,265,Dentist,,ChIJV9tX4-NvQUYREZMEqDmWPTA
Oris Dental Hinna Park,"Laberget 28, 4020 Stavanger",Stavanger,,4020,51 59 70 10,https://orisdental.no/klinikker/hinna-park/?utm_source=google-business&utm_medium=referral&utm_campaign=&utm_term=klinikkside,,,,,,,207,Dentist,,ChIJR7Cvl7s1OkYRopxSQfqklys
Søndre Tannhelse AS,"Søndregata 8, 7500 Stjørdal",Stjørdal,,7500,47 34 04 51,http://www.sondretannhelse.no/,sondre.tannhelse@gmail.com,,,,,,7,Dentist,,ChIJsVCb5fIVbUYRE-t-qKeBleQ
"Kate K Heflin, DDS","3105 Kirby Whitten Rd, Bartlett, TN 38134",Bartlett,Tennessee,38134,(901) 388-9883,http://bartlettdentalassociates.com/?utm_source=gbp&utm_medium=organic&utm_campaign=yext_listing,,,,,,,2,Dentist,,ChIJb62GKnudf4gRP_ddahTZKt8
Pilgrim Dental,"717 SW 119th St, Oklahoma City, OK 73170",Oklahoma City,Oklahoma,73170,(405) 691-0836,http://www.pilgrimdental.com/,,,,,,,275,Dentist,,ChIJS70poAwTsocRKd5Q4AOvfTA
Taylor Darton D DDS,"875 Union Ave, Memphis, TN 38103",Memphis,Tennessee,38103,(901) 448-6222,https://www.google.com/maps/search/?api=1&query=Taylor%20Darton%20D%20DDS&query_place_id=ChIJyczErmR-1YcRJMwI_0iWc90,,,,,,,1,Dentist,,ChIJyczErmR-1YcRJMwI_0iWc90
New Image Family Dentistry,"3719 Riverdale Rd, Memphis, TN 38115",Memphis,Tennessee,38115,(901) 365-2000,https://www.google.com/maps/search/?api=1&query=New%20Image%20Family%20Dentistry&query_place_id=ChIJPdE_65iaf4gRJu7JoOb5O1Y,,,,,,,940,Dentist,,ChIJPdE_65iaf4gRJu7JoOb5O1Y
Dr. Denise Mustiful-Martin,"1286 Peabody Ave, Memphis, TN 38104",Memphis,Tennessee,38104,(901) 276-6000,http://periodontalspecialistofmemphis.com/template.jsp?doc=drdenisemustifulmartin&c=Meet+the+Doctor&wiz=0&page=Meet+the+Doctor,,,,,,,206,Periodontist,,ChIJwZ1HUnN-1YcR8A4iCLv2YeE
OKC Dentistry,"10001 N May Ave, The Village, OK 73120",The Village,Oklahoma,73120,(405) 676-5537,https://www.okc-dentistry.com/,,,,,,,39,Dentist,,ChIJcXGI2RkbsocR4i5bxL_RrII
Oklahoma City Dental,"6616 S Western Ave, Oklahoma City, OK 73139",Oklahoma City,Oklahoma,73139,(405) 601-7852,https://www.oklahomacitydental.com/,info@oklahomacitydental.com,,,,,,739,Dentist,,ChIJ9cLEfPQTsocR_thgtPKbNmU
"Dr. Jay Case, DDS - Dental Depot","2709 S I-35 Service Rd B, Moore, OK 73160",Moore,Oklahoma,73160,(405) 237-4979,https://dentaldepot.net/locations/moore/,,,,,,,2,Dentist,,ChIJj7Rh7tUVsocRWa7FZ9zOHJw
Quail Springs Dental Care,"14221 N Pennsylvania Ave APT C, Oklahoma City, OK 73134",Oklahoma City,Oklahoma,73134,(405) 775-0033,http://quailspringsdentalcare.com/?utm_source=gbp&utm_medium=organic&utm_campaign=yext_listing,,,,,,,812,Dentist,,ChIJKXLQkl8csocRFZ6cGknPdFQ
Dental Innovations,"2441 SW 134th St, Oklahoma City, OK 73170",Oklahoma City,Oklahoma,73170,(405) 691-0877,https://dentalinnovationsokc.com/,info@dentalinnovationsokc.com,,,,,,38,Dentist,,ChIJITvgFFQTsocRynBI5w6gvDA
Crossroads Family Dentistry,"8101 S Walker Ave STE D, Oklahoma City, OK 73139",Oklahoma City,Oklahoma,73139,(405) 631-0322,http://www.crossroadsfamilydentistry.com/,frontdesk@crossroadsfamilydentistry.com,,,,,,92,Dentist,,ChIJr872zXkUsocR7LPFNBthh2g
1800 Emergency Dentist Memphis 24 Hour,"2693 Union Ave Ext, Ste 204, Memphis, TN 38112, United States",Memphis,Tennessee,38112,+1 901-249-1358,https://1800dentist.com/emergency-dentist-memphis-tn-525/,Feedback@1800dentist.com,,,,,,48,Emergency dental service,,ChIJMzORfSyBf4gR1yH2iszAoRg
Capitol Hill Dentistry & Braces,"1506 W I-240 Service Road, Oklahoma City, OK 73159",Oklahoma City,Oklahoma,73159,(405) 295-4967,https://capitolhilldentistryandbraces.com/,,,,,,,157,Dentist,,ChIJvwEbQbYWsocRLs3OlcHvQ08
Dr. Giles Damron,"2798 Bartlett Blvd, Bartlett, TN 38134",Bartlett,Tennessee,38134,(901) 377-6453,https://www.damrondentalcare.com/,,,,,,,4,Dentist,,ChIJAQDcnLyCf4gRE2sMgrKYoVY
Dover Dental Group,"129 W 2nd St, Dover, OH 44622",Dover,Ohio,44622,(330) 343-8132,https://www.google.com/maps/search/?api=1&query=Dover%20Dental%20Group&query_place_id=ChIJgZl4Jf_iNogRT_gMrICgJWI,,,,,,,7,Dentist,,ChIJgZl4Jf_iNogRT_gMrICgJWI
Hogan Edwin P DDS,"243 2nd St, Smithton, PA 15479",Smithton,Pennsylvania,15479,(724) 872-4978,https://www.google.com/maps/search/?api=1&query=Hogan%20Edwin%20P%20DDS&query_place_id=ChIJk1uEhokfNYgR_3KFLErDhWM,,,,,,,,Dentist,,ChIJk1uEhokfNYgR_3KFLErDhWM
Monview Dental,"447 W Main St #3, Monongahela, PA 15063",Monongahela,Pennsylvania,15063,(724) 258-2220,https://www.google.com/maps/search/?api=1&query=Monview%20Dental&query_place_id=ChIJYy5AslH9NIgRrQh3pW_4G1Y,,,,,,,4,Dentist,,ChIJYy5AslH9NIgRrQh3pW_4G1Y
"Kristofer Popelas, D.M.D.","206 Oak St Box 425, Rillton, PA 15678",Rillton,Pennsylvania,15678,(724) 446-2727,http://oakhilldentalpa.com/,,,,,,,,Dentist,,ChIJRdgVI47dNIgRn7rtzbbp_vs
Imperial Dental PLLC,"5126 Summer Ave, Memphis, TN 38122",Memphis,Tennessee,38122,(901) 818-1990,http://www.imperialmemphis.com/,info@imperialmemphis.com,,,,,,25,Dentist,,ChIJtUy2AqGDf4gRGCYZirVQdng
Rohland Family Dentistry,"119 Thornton Rd, Brownsville, PA 15417",Brownsville,Pennsylvania,15417,(724) 785-3410,https://www.google.com/maps/search/?api=1&query=Rohland%20Family%20Dentistry&query_place_id=ChIJyQcVXYsQNYgRa5ZFbqZkNw0,,,,,,,16,Dentist,,ChIJyQcVXYsQNYgRa5ZFbqZkNw0
Jacobyansky Francis A DMD,"2 Jim Mt Rd, Normalville, PA 15469",Normalville,Pennsylvania,15469,(724) 455-7421,https://www.google.com/maps/search/?api=1&query=Jacobyansky%20Francis%20A%20DMD&query_place_id=ChIJZ_yhhYwtNYgR46WuiUDKzlM,,,,,,,18,Dentist,,ChIJZ_yhhYwtNYgR46WuiUDKzlM
Stephanie Wehrle-Davies DDS Family Dentistry,"1117 W Main St, Monongahela, PA 15063",Monongahela,Pennsylvania,15063,(724) 258-4710,https://www.google.com/maps/search/?api=1&query=Stephanie%20Wehrle-Davies%20DDS%20Family%20Dentistry&query_place_id=ChIJobEtUlv9NIgRQBXTw3iaQV4,,,,,,,10,Dentist,,ChIJobEtUlv9NIgRQBXTw3iaQV4
HMS Dental,"331 Fallowfield Ave # A, Charleroi, PA 15022",Charleroi,Pennsylvania,15022,(724) 489-4424,https://www.google.com/maps/search/?api=1&query=HMS%20Dental&query_place_id=ChIJLd9O_sEcNYgRs5Kj-qqEwxo,,,,,,,,Dentist,,ChIJLd9O_sEcNYgRs5Kj-qqEwxo
Dentistry By Design,"7215 E Reno Ave, Midwest City, OK 73110",Midwest City,Oklahoma,73110,(405) 737-5905,https://dentistrybydesignmwc.com/,,,,,,,715,Dentist,,ChIJ_z5ur649socR1dtch7hc0GY
Midla Leslie DDS,"2842 Main St, Beallsville, PA 15313",Beallsville,Pennsylvania,15313,(724) 632-3350,https://www.google.com/maps/search/?api=1&query=Midla%20Leslie%20DDS&query_place_id=ChIJa_GMQGwGNYgRB3PvMFnGlJw,,,,,,,,Dentist,,ChIJa_GMQGwGNYgRB3PvMFnGlJw
Oak Hill Dental,"206 Oak St Box 425, Rillton, PA 15678",Rillton,Pennsylvania,15678,(724) 446-2727,https://oakhilldentalpa.com/,,,,,,,69,Dentist,,ChIJRdgVI47dNIgRk6d_5_MXV8g
Allegheny Dental Group,"546 Wendel Rd, Irwin, PA 15642",Irwin,Pennsylvania,15642,(724) 978-0136,http://irwincosmeticdentist.com/,,,,,,,248,Dentist,,ChIJeSEBy-3cNIgRUMxcH3MpQKA
Midwest City Dental Center,"570 S Post Rd, Midwest City, OK 73130",Midwest City,Oklahoma,73130,(405) 732-0431,https://www.mwdentalcenter.com/,skendrick@mwdentalcenter.com,,,,,,750,Dentist,,ChIJ75HWHmc8socRX_UAgAZNDks
Elizabeth Township Family Dentistry; Andrea L. Burns DMD,"510 Simpson Howell Rd, Elizabeth, PA 15037",Elizabeth,Pennsylvania,15037,(412) 754-0524,http://elizabethtwpdentistry.com/,,,,,,,298,Dentist,,ChIJpfw5iATkNIgRNFuTdvIcyp0
Bellano Dental Health - Bartlett - Appling South,"2625 Appling Rd, Memphis, TN 38133, United States",Memphis,Tennessee,38133,+1 901-373-4344,https://bellanodental.com/bartlett-appling-south,,,,,,,357,Dentist,,ChIJYZU7y3Wdf4gRQYruQu8TMxI
Bellano Dental Health - Bartlett - Appling,"2705 Appling Rd #101, Memphis, TN 38133, United States",Memphis,Tennessee,38133,+1 901-388-9110,https://bellanodental.com/bartlett,,,,,,,1239,Dentist,,ChIJW4N2ZXadf4gRew3eAtgfvMU
Wolfchase Family Dentistry,"7975 Stage Hills Blvd, Bartlett, TN 38133, United States",Bartlett,Tennessee,38133,+1 901-381-1900,http://www.wolfchasedentistry.com/,,,,,,,93,Dentist,,ChIJQ_jgZIydf4gRhF9bt3CNwCc
Smil Tannlegesenter,"Tordenskiolds gate 7, 0160 Oslo",Oslo,,0160,23 65 18 81,https://www.smiltannlegesenter.no/,info@smiltannlegesenter.no,,,,,,1569,Dentist,,ChIJ_b7AfIduQUYRhMraGUCF4Fg
Absolute Smiles Family Dentistry,"4800 OK-37, Tuttle, OK 73089",Tuttle,Oklahoma,73089,(405) 381-0900,http://www.absolutesmilesdds.com/,,,,,,,353,Dentist,,ChIJNVqO3-50socR-iLc6wCNATs
Bartlett Park Family Dentistry,"2835 Summer Oaks Dr, Bartlett, TN 38134",Bartlett,Tennessee,38134,(901) 372-7283,https://www.bartlettparkdental.com/,,,,,,,21,Dentist,,ChIJfSvDMk6df4gRerm738E-MSQ
Dental 32,"16 NE 2nd St, Oklahoma City, OK 73104",Oklahoma City,Oklahoma,73104,(405) 605-2332,http://dental32okc.com/,Hello@dental32okc.com,,,,,,99,Dentist,,ChIJCy6B0iUXsocRKnZ8Ec1Nj3s
Brink & White Pediatric Dental Associates - Bartlett,"6565 Stage Rd #2, Bartlett, TN 38134",Bartlett,Tennessee,38134,(901) 382-0280,https://whereyoursmileshines.com/,,,,,,,605,Pediatric dentist,,ChIJsRDAvFqdf4gRBcwOM8dYX18
Dr Stephen Williams DDS,"2785 Summer Oaks Dr, Bartlett, TN 38134",Bartlett,Tennessee,38134,(901) 372-7906,https://www.google.com/maps/search/?api=1&query=Dr%20Stephen%20Williams%20DDS&query_place_id=ChIJ6WjX83uCf4gRvx159CKSKOE,,,,,,,45,Dentist,,ChIJ6WjX83uCf4gRvx159CKSKOE
Bagn Tannklinikk,"Storebruvegen 78, 2930 Bagn",Bagn,,2930,45 89 11 11,https://www.bagntannklinikk.no/,post@bagntannklinikk.no,,,,,,6,Dentist,,ChIJ91lUASUbQEYRQkde4lRK47s
David H Crowder Orthodontist,"6597 Summer Knoll Cove, Memphis, TN 38134",Memphis,Tennessee,38134,(901) 382-8611,http://www.drdavidcrowder.com/,orthodocs2@bellsouth.net,,,,,,34,Orthodontist,,ChIJTyhnHU-df4gR8_uFolV3Ik0
HILL FAMILY DENTISTRY of Bartlett,"3051 Kirby Whitten Rd #4, Bartlett, TN 38134",Bartlett,Tennessee,38134,(901) 377-3025,https://www.google.com/maps/search/?api=1&query=HILL%20FAMILY%20DENTISTRY%20of%20Bartlett&query_place_id=ChIJOehhKtudf4gRY5KqA4QFuac,,,,,,,77,Dentist,,ChIJOehhKtudf4gRY5KqA4QFuac
Implant and Family Dentistry,"2855 Summer Oaks Dr, Bartlett, TN 38134",Bartlett,Tennessee,38134,(901) 377-3988,https://www.bestbartlettdentist.com/,,,,,,,312,Dentist,,ChIJyf1OK06df4gRgoJ6vTUBCi0
Bartlett Dental Associates,"3105 Kirby Whitten Rd, Bartlett, TN 38134",Bartlett,Tennessee,38134,(901) 388-9883,http://bartlettdentalassociates.com/?utm_source=gbp&utm_medium=organic&utm_campaign=yext_listing,,,,,,,1521,Dentist,,ChIJt0446Fmdf4gRJVehfNy3LK0
Dove Family Dentistry - Bartlett,"2805 Summer Oaks Dr, Bartlett, TN 38134",Bartlett,Tennessee,38134,(901) 254-7505,https://mydovefamilydentistry.com/locations/summer-oaks-office-bartlett-tn/?utm_source=google.com&utm_medium=business+profile&utm_campaign=,,,,,,,719,Dentist,,ChIJQWfofCqdf4gRbQsQEavRCu8
Bartlett Dental Associates Plc,"Memphis, TN 38184",Memphis,Tennessee,38184,(901) 388-4686,https://www.google.com/maps/search/?api=1&query=Bartlett%20Dental%20Associates%20Plc&query_place_id=ChIJKe4ewex-1YcRUnILDeNlh2U,,,,,,,,Dentist,,ChIJKe4ewex-1YcRUnILDeNlh2U
Dentist,"Niles, IL 60714",Niles,Illinois,,,https://www.google.com/maps/search/?api=1&query=Dentist&query_place_id=ChIJQ6f4JWzID4gRKSm-b7nVWpU,,,,,,,1,Dentist,,ChIJQ6f4JWzID4gRKSm-b7nVWpU
Moore Complete Dental,"138 SW 134th St Ste C, Oklahoma City, OK 73170",Oklahoma City,Oklahoma,73170,(405) 378-5692,http://moorecompletedental.com/?utm_source=gbp&utm_medium=organic&utm_campaign=yext_listing,,,,,,,1473,Dentist,,ChIJraC2TzhrsocRM6l_l7aWLuA
Family & Cosmetic Dentistry,"845 S Highland St, Memphis, TN 38111, United States",Memphis,Tennessee,38111,+1 901-323-8488,http://fcdmemphis.com/,office@fcdmemphis.com,,,,,,35,Dentist,,ChIJW3FjHcGGf4gRqxn1zoX-BCg
"Dental, Associates Of South OKC","8283 S Walker Ave, Oklahoma City, OK 73139",Oklahoma City,Oklahoma,73139,(405) 632-5562,http://www.dentalassociatessouthokc.com/,,,,,,,8,Dentist,,ChIJtaROD3kUsocRDI8oj1fufPA
Snowden Dental,"7200 S Pennsylvania Ave STE B, Oklahoma City, OK 73159",Oklahoma City,Oklahoma,73159,(405) 681-6668,https://www.snowdendentalokc.com/,,,,,,,164,Dentist,,ChIJYZkp778TsocRnDWazYZqrgU
Dental Office,"Bartlett, IL 60103",Bartlett,Illinois,,,https://www.google.com/maps/search/?api=1&query=Dental%20Office&query_place_id=ChIJwbXAI0wHD4gRBL_0iIkghCM,,,,,,,,Dentist,,ChIJwbXAI0wHD4gRBL_0iIkghCM
Sickinger David K DDS,"316 N Tuscarawas Ave, Dover, OH 44622",Dover,Ohio,44622,(330) 364-6422,https://www.google.com/maps/search/?api=1&query=Sickinger%20David%20K%20DDS&query_place_id=ChIJM2K6rPniNogRWFcefSPcDbM,,,,,,,5,Dentist,,ChIJM2K6rPniNogRWFcefSPcDbM
"Dr. Stephen J. Maroda Jr, DDS","6425 Stage Rd # 1, Memphis, TN 38134",Memphis,Tennessee,38134,(901) 382-8500,http://www.marodahopkins.com/,,,,,,,3,Dentist,,ChIJIXoBmlKdf4gRcg-iiY8to68
South Penn Dental: Dr. J. Trevor Berg,"7120 S Pennsylvania Ave, Oklahoma City, OK 73159",Oklahoma City,Oklahoma,73159,(405) 681-6601,https://southpenndental.com/,%20info@southpenndental.com,,,,,,361,Dentist,,ChIJi2dU8L8TsocR_bTbg3wuOT8
Williams Ben R DDS,"Raymond James Tower, 50 N Front St Suite 870, Memphis, TN 38103",Memphis,Tennessee,38103,(901) 526-9111,https://www.google.com/maps/search/?api=1&query=Williams%20Ben%20R%20DDS&query_place_id=ChIJswMQue5-1YcR7sQIW40AhnE,,,,,,,,Dentist,,ChIJswMQue5-1YcR7sQIW40AhnE
Dr. Jeffrey Brooks,"875 Union Ave, Memphis, TN 38103",Memphis,Tennessee,38103,(901) 448-6233,https://uthsc.edu/faculty/profile/?netid=jbrook27,Jherna29@uthsc.edu,,,,,,7,Oral surgeon,,ChIJAQDAqmR-1YcRvLreVUDGwek
Barron Melody a DDS,"875 Union Ave, Memphis, TN 38103",Memphis,Tennessee,38103,(901) 448-2061,http://www.uthsc.edu/dentistry/,dadmits@uthsc.edu,,,,,,2,Dentist,,ChIJyczErmR-1YcRWa3PjjXU218
"Fordjour, Isaac DDS","910 Madison Ave, Memphis, TN 38103",Memphis,Tennessee,38103,(901) 526-3988,https://www.google.com/maps/search/?api=1&query=Fordjour%2C%20Isaac%20DDS&query_place_id=ChIJYa2t_2R-1YcRGDvPOiFvdPA,,,,,,,18,Oral surgeon,,ChIJYa2t_2R-1YcRGDvPOiFvdPA
Department of Endodontics @ UTHSC,"875 Union Ave, Memphis, TN 38163",Memphis,Tennessee,38163,(901) 448-3636,http://www.uthsc.edu/endo/,dadmits@uthsc.edu,,,,,,3,Dentist,,ChIJ-wlQVXt-1YcRncHDEjO_8-0
Center for Exceptional Dentistry,"3645 N Council Rd, Bethany, OK 73008",Bethany,Oklahoma,73008,(405) 789-7893,http://smileokc.com/?utm_source=gbp&utm_medium=organic&utm_campaign=yext_listing,,,,,,,651,Dentist,,ChIJy1JodXgFsocRljv-WirRlfs
Global Dental Center,"3725 Riverdale Rd, Memphis, TN 38115",Memphis,Tennessee,38115,(901) 527-5359,https://www.google.com/maps/search/?api=1&query=Global%20Dental%20Center&query_place_id=ChIJRctN_ZCHf4gRxSJjE3PNZPw,,,,,,,74,Dentist,,ChIJRctN_ZCHf4gRxSJjE3PNZPw
Southwind Dental Care,"7842 Players Club Pkwy, Memphis, TN 38119, United States",Memphis,Tennessee,38119,+1 901-751-1260,http://southwinddentalcare.com/,,,,,,,359,Dentist,,ChIJvdp8X0Kaf4gRlrZQz3uQsjE
"Dr. John Crown, DMD","113 Harbor Town Square Suite 203, Memphis, TN 38103",Memphis,Tennessee,38103,(901) 453-6081,https://www.higginbothamfamilydental.com/dentist-in-memphis-tn/,,,,,,,,Dentist,,ChIJTaCQzud-1YcRywTOBGISdtI
"Aspen Dental - Parma, OH","8301 W Ridgewood Dr, Parma, OH 44129",Parma,Ohio,44129,(216) 642-6291,"https://www.aspendental.com/dentist/oh/parma/8301-w-ridgewood-drive?utm_source=googleplaces&utm_medium=lociqgoogleplaces&utm_campaign=Parma,OH-Parma_OH-6375&utm_content=listing",,,,,,,578,Dentist,,ChIJ_XPM8fvlMIgRc442_r5ULEk
A Family Dental Care: Ball John DDS,"5386 State Rd, Parma, OH 44134",Parma,Ohio,44134,(216) 661-2422,http://www.familydentalcare.co/,fdcparma@gmail.com,,,,,,5,Dentist,,ChIJPbeJ_HLvMIgR-OekGri9nTI
"Village Dental, PC","523 Park Dr, Kenilworth, IL 60043",Kenilworth,Illinois,60043,(847) 251-8990,https://www.villagedentalpc.com/,,,,,,,40,Cosmetic dentist,,ChIJFwGzPxjFD4gR143JUpaGwv4
Southridge Dental Arts,"8383 S Pennsylvania Ave, Oklahoma City, OK 73159",Oklahoma City,Oklahoma,73159,(405) 682-8705,https://southridgedentalarts.com/,southridgedentalarts@gmail.com,,,,,,425,Dentist,,ChIJdYCQPn0TsocRmg3-3jcz0vM
Dr. Stanley Meckler,"5386 State Rd, Parma, OH 44134",Parma,Ohio,44134,(216) 661-2422,http://familydentalcareparma.com/,fdcparma@gmail.com,,,,,,27,Dentist,,ChIJ__-7_HLvMIgR0WffnTLBEJ4
Volner Family Dental,"6480 Stage Rd, Bartlett, TN 38134",Bartlett,Tennessee,38134,(888) 787-5718,http://www.volnerfamilydental.com/?utm_campaign=gmb,,,,,,,799,Dentist,,ChIJNwVZPVKdf4gR3RrXV1OCO68
Middleburg Hts Dental Care,"7123 Pearl Rd Suite 100, Middleburg Heights, OH 44130",Middleburg Heights,Ohio,44130,(216) 545-0820,https://www.google.com/maps/search/?api=1&query=Middleburg%20Hts%20Dental%20Care&query_place_id=ChIJBcluNFvrMIgRzizpy7r-GeY,,,,,,,21,Dentist,,ChIJBcluNFvrMIgRzizpy7r-GeY
Pure Dental Studio,"10001 S Pennsylvania Ave m220, Oklahoma City, OK 73159",Oklahoma City,Oklahoma,73159,(405) 252-1508,https://www.puredentalok.com/,easydentalsouthokc@gmail.com,,,,,,316,Dentist,,ChIJPTDhmgwTsocRQfWmGZV0rUw
Custom Dental of South Oklahoma City,"6800 S Western Ave, Oklahoma City, OK 73139",Oklahoma City,Oklahoma,73139,(405) 546-3228,http://www.southokcdentist.com/,,,,,,,275,Dental clinic,,ChIJSymoiIsTsocRypA8NASDu54
Oklahoma Dental Del City,"5225 SE 15th St, Del City, OK 73115",Del City,Oklahoma,73115,(405) 670-2461,http://okddelcity.com/?utm_source=gbp&utm_medium=organic&utm_campaign=yext_listing,,,,,,,330,Dentist,,ChIJw8ZCZpI9socRz1MRizh3aV0
Parrish & Baldridge Family Dentistry,"6363 Stage Rd, Bartlett, TN 38134",Bartlett,Tennessee,38134,(901) 386-5757,http://www.parrishandbaldridge.com/,parrish.baldridgedds@gmail.com,,,,,,322,Dentist,,ChIJoSGOWq2Cf4gRtbbM7VURiCU
"OraSmiles, PC - Squaw Grove Dental","165 W Lincoln Ave, Hinckley, IL 60520",Hinckley,Illinois,60520,(815) 286-3303,http://www.orasmiles.com/,office@orasmiles.com,,,,,,3,Dentist,,ChIJY7XKwA3QDogRF5hFsShkBPs
Mohn Sean M DDS,"129 W 2nd St, Dover, OH 44622",Dover,Ohio,44622,(330) 343-8132,https://doverdentalsleep.com/,info@doverdentalsleep.com,,,,,,8,Dentist,,ChIJgZl4Jf_iNogRoWopfTKxVEU
Tannlegeteam Linderud | Tannlegevakt Oslo,"Linderudsletta 13, 0597 Oslo",Oslo,,0597,22 65 57 77,http://www.tannlegeteam.no/,linderud@tannlegeteam.no,,,,,,478,Dentist,,ChIJifjkmd5vQUYRPTwN1vGlzd0
Dr. Caroline Salib,"6363 York Rd #203, Parma Heights, OH 44130",Parma Heights,Ohio,44130,(440) 885-5354,https://www.bestclevelandsmiles.com/caroline-salib-dmd.html,drglenn@bestclevelandsmiles.com,,,,,,,Dentist,,ChIJx5fwhLTuMIgRBxNK6CWX358
"Kevin D. Huff, DDS, LLC","217 W 4th St, Dover, OH 44622",Dover,Ohio,44622,(330) 238-8779,https://www.doctorhuff.net/,info@doctorhuff.net,,,,,,65,Dentist,,ChIJ73v5ifjiNogReXnYqQgSdMo
Dr. Jodi Rump,"99 S Main St, Memphis, TN 38103",Memphis,Tennessee,38103,(901) 527-0716,https://msdmemphis.com/,appointments@msdmemphis.com,,,,,,,Dentist,,ChIJAQA8ZZZ-1YcRveJuwIKloJI
"Brooklin Byrd, DDS, LLC","6405 Stage Rd, Bartlett, TN 38134",Bartlett,Tennessee,38134,(901) 386-3702,https://www.drbrooklinbyrd.com/,office@drbrooklinbyrd.com,,,,,,368,Dentist,,ChIJsbcYscCdf4gR6dOkEbid4l8
Advanced Dental Center,"6363 York Rd #203, Parma Heights, OH 44130",Parma Heights,Ohio,44130,(440) 885-5354,https://www.bestclevelandsmiles.com/,drglenn@bestclevelandsmiles.com,,,,,,795,Dentist,,ChIJEdu5hLTuMIgRMAwjeq8vB5Y
"Dr. Anthony V. Price, DDS","3100 Professional Plaza Dr, Germantown, TN 38138, United States",Germantown,Tennessee,38138,+1 901-295-2995,http://www.smilemorestressless.com/,,,,,,,19,Dentist,,ChIJOe75CtGaf4gRzyELlu9rIgc
Oceangate Dental Clinic,Flamboyant Ave,,,,4 224 852,https://www.google.com/maps/search/?api=1&query=Oceangate%20Dental%20Clinic&query_place_id=ChIJg-W4hnYp4CIRpFlXOnN1MJE,,,,,,,1,Dentist,,ChIJg-W4hnYp4CIRpFlXOnN1MJE
The Smile Spa by Dr Andrea Henry,"6605 Stage Rd #1, Bartlett, TN 38134",Bartlett,Tennessee,38134,(901) 755-0001,http://www.thesmilespadds.com/,ifxteth@aol.com,,,,,,88,Dentist,,ChIJxfsafxudf4gRFxdiI4Y-gO0
Family Dental Care,"5386 State Rd, Parma, OH 44134",Parma,Ohio,44134,(216) 661-2422,https://www.familydentalcareparma.com/,fdcparma@gmail.com,,,,,,324,Dentist,,ChIJPbeJ_HLvMIgR_L8r-9IsNb8
Dentistry on Walnut Grove,"8790 Walnut Grove Rd, Cordova, TN 38018",Cordova,Tennessee,38018,(901) 290-6585,http://dentistryonwalnutgrove.com/?utm_source=gbp&utm_medium=organic&utm_campaign=yext_listing,,,,,,,1344,Dentist,,ChIJi8_5l6yef4gR-GlWJjr69sQ
Pediatric Dental Care of Memphis,"6611 Kirby Center Cove suite 102, Memphis, TN 38115",Memphis,Tennessee,38115,(901) 363-8192,http://www.pdocforkids.com/,Info@pdocforkids.com,,,,,,1595,Pediatric dentist,,ChIJMXR7ULCaf4gRwuTtYMa-sjY
